Очередь;Метка по КС;Идентификатор канала;Тип канала;Субъект Федерации;Район;Населенный пункт;PTP IP Prefix;AS Мегафон;Сети для для ССК    Z1.0/24;net Z1;Сеть LAN;граничный сегмент;Мнемокод X;номер Y;Полосность;Контроллер ССК;Камера обзорная;Камера обзорная;Камера обзорная;Камера обзорная;Камера обзорная;Камера обзорная;Контроллер Ураган;Контроллер Ураган;Контроллер SICK;Контроллер SICK;iNode;ИБП;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK;Laser SICK
I;123;КС 123;Основной;Псковская обл.;Опочецкий р-н;Опочка;10.0.90.36/30;31213;10.90.38.0/24;10.90.38.;Z1.64/26;Z1.0/27;PSK;18;2;10.90.38.66;10.90.38.67;10.90.38.68;;;;;10.90.38.73;;10.90.38.75;;10.90.38.77;10.90.38.78;10.90.38.79;10.90.38.80;10.90.38.81;10.90.38.82;;;;;;;;
II;383;КС 383;Основной;Воронежская обл.;Новоусманский р-н;Орлово;10.0.68.8/30;31163;10.68.32.0/24;10.68.32.;Z1.64/26;Z1.0/27;VRO;12;2;10.68.32.66;10.68.32.67;10.68.32.68;;;;;10.68.32.73;;10.68.32.75;;10.68.32.77;10.68.32.78;10.68.32.79;10.68.32.80;10.68.32.81;10.68.32.82;;;;;;;;
I;170;КС 170;Основной;Московская обл.;Пушкинский р-н;Останкино;10.0.50.220/30;25159;10.77.58.0/24;10.77.58.;Z1.64/26;Z1.0/27;MSO;33;2;10.77.58.66;10.77.58.67;10.77.58.68;;;;;10.77.58.73;;10.77.58.75;;10.77.58.77;10.77.58.78;10.77.58.79;10.77.58.80;10.77.58.81;10.77.58.82;;;;;;;;
I;122;КС 122;Основной;Псковская обл.;Островский р-н;Остров;10.0.90.40/30;31213;10.90.39.0/24;10.90.39.;Z1.64/26;Z1.0/27;PSK;19;2;10.90.39.66;10.90.39.67;10.90.39.68;;;;;10.90.39.73;;10.90.39.75;;10.90.39.77;10.90.39.78;10.90.39.79;10.90.39.80;10.90.39.81;10.90.39.82;;;;;;;;
I;122;КС 122 Р;Резервный;Псковская обл.;Островский р-н;Остров;10.0.90.44/30;20632;10.90.39.0/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I;296;КС 296;Основной;Ленинградская обл.;Приозерский р-н;Отрадное;10.0.91.64/30;20632;10.91.43.0/24;10.91.43.;Z1.64/26;Z1.0/27;SPB;23;2;10.91.43.66;10.91.43.67;10.91.43.68;;;;;10.91.43.73;;10.91.43.75;;10.91.43.77;10.91.43.78;10.91.43.79;10.91.43.80;10.91.43.81;10.91.43.82;;;;;;;;
II;125;КС 125;Основной;Краснодарский край;Павловский р-н;Павловская;10.0.19.32/30;31163;10.19.36.0/24;10.19.36.;Z1.64/26;Z1.0/27;KRN;16;4 с широкой обочиной;10.19.36.66;10.19.36.67;10.19.36.68;10.19.36.69;10.19.36.70;;;10.19.36.73;10.19.36.74;10.19.36.75;;10.19.36.77;10.19.36.78;10.19.36.79;10.19.36.80;10.19.36.81;10.19.36.82;10.19.36.83;10.19.36.84;10.19.36.85;10.19.36.86;;;;
I;82;КС 82;Основной;Новгородская обл.;Новгородский р-н;Пахотная Горка;10.0.89.0/30;31213;10.89.30.0/24;10.89.30.;Z1.64/26;Z1.0/27;NVG;10;4;10.89.30.66;10.89.30.67;10.89.30.68;10.89.30.69;10.89.30.70;;;10.89.30.73;;10.89.30.75;;10.89.30.77;10.89.30.78;10.89.30.79;10.89.30.80;10.89.30.81;10.89.30.82;10.89.30.83;10.89.30.84;10.89.30.85;10.89.30.86;;;;
I;82;КС 82 Р;Резервный;Новгородская обл.;Новгородский р-н;Пахотная Горка;10.0.89.4/30;20632;10.89.30.0/24;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
I;104;КС 104;Основной;Ленинградская обл.;Волховский р-н;Паша;10.0.91.68/30;20632;10.91.44.0/24;10.91.44.;Z1.64/26;Z1.0/27;SPB;24;2;10.91.44.66;10.91.44.67;10.91.44.68;;;;;10.91.44.73;;10.91.44.75;;10.91.44.77;10.91.44.78;10.91.44.79;10.91.44.80;10.91.44.81;10.91.44.82;;;;;;;;
I;61;КС 61;Основной;Ярославская обл.;Переславский р-н;Переславль-Залесский;10.0.79.4/30;31213;10.79.31.0/24;10.79.31.;Z1.64/26;Z1.0/27;YAR;11;2;10.79.31.66;10.79.31.67;10.79.31.68;;;;;10.79.31.73;;10.79.31.75;;10.79.31.77;10.79.31.78;10.79.31.79;10.79.31.80;10.79.31.81;10.79.31.82;;;;;;;;
I;358;КС 358;Основной;Тульская обл.;Алексинский р-н;Першино;10.0.78.4/30;65094;10.78.31.0/24;10.78.31.;Z1.64/26;Z1.0/27;TLA;11;2;10.78.31.66;10.78.31.67;10.78.31.68;;;;;10.78.31.73;;10.78.31.75;;10.78.31.77;10.78.31.78;10.78.31.79;10.78.31.80;10.78.31.81;10.78.31.82;;;;;;;;
I;358;КС 358 Р;Резервный;Тульская обл.;Алексинский р-н;Першино;10.0.78.8/30;65094;10.78.31.0/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I;62;КС 62;Основной;Ярославская обл.;Ростовский р-н;Песочное;10.0.79.8/30;31213;10.79.32.0/24;10.79.32.;Z1.64/26;Z1.0/27;YAR;12;2, на участке точки - расширение до 3;10.79.32.66;10.79.32.67;10.79.32.68;;;;;10.79.32.73;;10.79.32.75;;10.79.32.77;10.79.32.78;10.79.32.79;10.79.32.80;10.79.32.81;10.79.32.82;;;;;;;;
I;62;КС 62 Р;Резервный;Ярославская обл.;Ростовский р-н;Песочное;10.0.79.12/30;31213;10.79.32.0/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I;350;КС 350;Основной;Орловская обл.;Орловский р-н;Плещеево;10.0.73.28/30;65094;10.73.35.0/24;10.73.35.;Z1.64/26;Z1.0/27;ORL;15;2;10.73.35.66;10.73.35.67;10.73.35.68;;;;;10.73.35.73;;10.73.35.75;;10.73.35.77;10.73.35.78;10.73.35.79;10.73.35.80;10.73.35.81;10.73.35.82;;;;;;;;
I;350;КС 350 Р;Резервный;Орловская обл.;Орловский р-н;Плещеево;10.0.73.32/30;65094;10.73.35.0/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I;64;КС 64;Основной;Ярославская обл.;Ярославский р-н;Подвязново (Ярославль);10.0.79.16/30;31213;10.79.33.0/24;10.79.33.;Z1.64/26;Z1.0/27;YAR;13;4;10.79.33.66;10.79.33.67;10.79.33.68;10.79.33.69;10.79.33.70;;;10.79.33.73;;10.79.33.75;;10.79.33.77;10.79.33.78;10.79.33.79;10.79.33.80;10.79.33.81;10.79.33.82;10.79.33.83;10.79.33.84;10.79.33.85;10.79.33.86;;;;
I;282;КС 282;Основной;Псковская обл.;Порховский р-н;Порхов;10.0.90.48/30;31213;10.90.40.0/24;10.90.40.;Z1.64/26;Z1.0/27;PSK;20;2;10.90.40.66;10.90.40.67;10.90.40.68;;;;;10.90.40.73;;10.90.40.75;;10.90.40.77;10.90.40.78;10.90.40.79;10.90.40.80;10.90.40.81;10.90.40.82;;;;;;;;
II;289;КС 289;Основной;Смоленская обл.;Смоленский р-н;Пригорское;10.0.75.12/30;31213;10.75.32.0/24;10.75.32.;Z1.64/26;Z1.0/27;SMN;12;4;10.75.32.66;10.75.32.67;10.75.32.68;10.75.32.69;10.75.32.70;;;10.75.32.73;;10.75.32.75;;10.75.32.77;10.75.32.78;10.75.32.79;10.75.32.80;10.75.32.81;10.75.32.82;10.75.32.83;10.75.32.84;10.75.32.85;10.75.32.86;;;;
I;177;КС 177;Основной;Московская обл.;Домодедово г.о.;Проводы;10.0.50.224/30;25159;10.77.59.0/24;10.77.59.;Z1.64/26;Z1.0/27;MSO;34;2;10.77.59.66;10.77.59.67;10.77.59.68;;;;;10.77.59.73;;10.77.59.75;;10.77.59.77;10.77.59.78;10.77.59.79;10.77.59.80;10.77.59.81;10.77.59.82;;;;;;;;
I;177;КС 177 Р;Резервный;Московская обл.;Домодедово г.о.;Проводы;10.0.50.228/30;25159;10.77.59.0/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I;79;КС 79;Основной;Псковская обл.;Пустошский р-н;Пустошка;10.0.90.52/30;31213;10.90.41.0/24;10.90.41.;Z1.64/26;Z1.0/27;PSK;21;2;10.90.41.66;10.90.41.67;10.90.41.68;;;;;10.90.41.73;;10.90.41.75;;10.90.41.77;10.90.41.78;10.90.41.79;10.90.41.80;10.90.41.81;10.90.41.82;;;;;;;;
I;79;КС 79 Р;Резервный;Псковская обл.;Пустошский р-н;Пустошка;10.0.90.56/30;20632;10.90.41.0/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
II;95;КС 95;Основной;Марий Эл;Звениговский р-н;Пучина;10.0.48.12/30;65501;10.48.33.0/24;10.48.33.;Z1.64/26;Z1.0/27;IOL;13;4;10.48.33.66;10.48.33.67;10.48.33.68;10.48.33.69;10.48.33.70;;;10.48.33.73;;10.48.33.75;;10.48.33.77;10.48.33.78;10.48.33.79;10.48.33.80;10.48.33.81;10.48.33.82;10.48.33.83;10.48.33.84;10.48.33.85;10.48.33.86;;;;
II;44;КС 44;Основной;Нижегородская обл.;г. Дзержинск;Пыра;10.0.52.24/30;65094;10.52.35.0/24;10.52.35.;Z1.64/26;Z1.0/27;NNO;15;4;10.52.35.66;10.52.35.67;10.52.35.68;10.52.35.69;10.52.35.70;;;10.52.35.73;;10.52.35.75;;10.52.35.77;10.52.35.78;10.52.35.79;10.52.35.80;10.52.35.81;10.52.35.82;10.52.35.83;10.52.35.84;10.52.35.85;10.52.35.86;;;;
III (II);37;КС 37;Основной;Рязанская обл.;Скопинский р-н;Рановка;10.0.74.0/30;65094;10.74.30.0/24;10.74.30.;Z1.64/26;Z1.0/27;RZN;10;2;10.74.30.66;10.74.30.67;10.74.30.68;;;;;10.74.30.73;;10.74.30.75;;10.74.30.77;10.74.30.78;10.74.30.79;10.74.30.80;10.74.30.81;10.74.30.82;;;;;;;;
I;338;КС 338;Основной;Калининградская обл.;Гурьевский р-н;Родники;10.0.86.28/30;31213;10.86.34.0/24;10.86.34.;Z1.64/26;Z1.0/27;KLN;14;6;10.86.34.66;10.86.34.67;10.86.34.68;10.86.34.69;10.86.34.70;10.86.34.71;10.86.34.72;10.86.34.73;10.86.34.74;10.86.34.75;10.86.34.76;10.86.34.77;10.86.34.78;10.86.34.79;10.86.34.80;10.86.34.81;10.86.34.82;10.86.34.83;10.86.34.84;10.86.34.85;10.86.34.86;10.86.34.87;10.86.34.88;10.86.34.89;10.86.34.90
I;338;КС 338 Р;Резервный;Калининградская обл.;Гурьевский р-н;Родники;10.0.86.32/30;31213;10.86.34.0/24;;;;KLN;;;;;;;;;;;;;;;;;;;;;;;;;;;
I;288;КС 288;Основной;Смоленская обл.;Руднянский р-н;Рудня, Кругловка;10.0.75.16/30;31213;10.75.33.0/24;10.75.33.;Z1.64/26;Z1.0/27;SMN;13;2;10.75.33.66;10.75.33.67;10.75.33.68;;;;;10.75.33.73;;10.75.33.75;;10.75.33.77;10.75.33.78;10.75.33.79;10.75.33.80;10.75.33.81;10.75.33.82;;;;;;;;
I;288;КС 288 Р;Резервный;Смоленская обл.;Руднянский р-н;Рудня, Кругловка;10.0.75.20/30;31213;10.75.33.0/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I;349;КС 349;Основной;Тульская обл.;Белевский р-н;Рука;10.0.78.12/30;65094;10.78.32.0/24;10.78.32.;Z1.64/26;Z1.0/27;TLA;12;2;10.78.32.66;10.78.32.67;10.78.32.68;;;;;10.78.32.73;;10.78.32.75;;10.78.32.77;10.78.32.78;10.78.32.79;10.78.32.80;10.78.32.81;10.78.32.82;;;;;;;;
I;271;КС 271;Основной;Калужская обл.;Юхновский р-н;Рыляки;10.0.40.24/30;65094;10.40.34.0/24;10.40.34.;Z1.64/26;Z1.0/27;KLG;05;2;10.40.34.66;10.40.34.67;10.40.34.68;;;;;10.40.34.73;;10.40.34.75;;10.40.34.77;10.40.34.78;10.40.34.79;10.40.34.80;10.40.34.81;10.40.34.82;;;;;;;;
I;271;КС 271 Р;Резервный;Калужская обл.;Юхновский р-н;Рыляки;10.0.40.28/30;65094;10.40.34.0/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
II;51;КС 51;Основной;Татарстан;Мамадышинский р-н;с/з Пятилетка;10.0.53.36/30;65501;10.53.36.0/24;10.53.36.;Z1.64/26;Z1.0/27;KAZ;16;4 с широкой обочиной;10.53.36.66;10.53.36.67;10.53.36.68;10.53.36.69;10.53.36.70;;;10.53.36.73;10.53.36.74;10.53.36.75;;10.53.36.77;10.53.36.78;10.53.36.79;10.53.36.80;10.53.36.81;10.53.36.82;10.53.36.83;10.53.36.84;10.53.36.85;10.53.36.86;;;;
II;277;КС 277;Основной;Вологодская обл.;Чагодощенский р-н;Сазоново;10.0.85.28/30;20632;10.85.37.0/24;10.85.37.;Z1.64/26;Z1.0/27;VLG;17;2;10.85.37.66;10.85.37.67;10.85.37.68;;;;;10.85.37.73;;10.85.37.75;;10.85.37.77;10.85.37.78;10.85.37.79;10.85.37.80;10.85.37.81;10.85.37.82;;;;;;;;
II;251;КС 251;Основной;Ростовская обл.;Неклиновский р-н;Самбек;10.0.22.24/30;31163;10.22.34.0/24;10.22.34.;Z1.64/26;Z1.0/27;RND;14;2;10.22.34.66;10.22.34.67;10.22.34.68;;;;;10.22.34.73;;10.22.34.75;;10.22.34.77;10.22.34.78;10.22.34.79;10.22.34.80;10.22.34.81;10.22.34.82;;;;;;;;
II;465;КС 465;Основной;Волгоградская обл.;Светлоярский р-н;Светлый Яр (Волгоград, 8 км.);10.0.21.16/30;65501;10.21.33.0/24;10.21.33.;Z1.64/26;Z1.0/27;VOL;15;2;10.21.33.66;10.21.33.67;10.21.33.68;;;;;10.21.33.73;;10.21.33.75;;10.21.33.77;10.21.33.78;10.21.33.79;10.21.33.80;10.21.33.81;10.21.33.82;;;;;;;;
II;465;КС 465 Р;Резервный;Волгоградская обл.;Светлоярский р-н;Светлый Яр (Волгоград, 8 км.);10.0.21.20/30; 31133;10.21.33.0/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
II;28;КС 28;Основной;Тамбовская обл.;Тамбовский р-н;свх. Ягодный (~ Тамбов);10.0.76.16/30;31163;10.76.34.0/24;10.76.34.;Z1.64/26;Z1.0/27;TAM;14;4;10.76.34.66;10.76.34.67;10.76.34.68;10.76.34.69;10.76.34.70;;;10.76.34.73;;10.76.34.75;;10.76.34.77;10.76.34.78;10.76.34.79;10.76.34.80;10.76.34.81;10.76.34.82;10.76.34.83;10.76.34.84;10.76.34.85;10.76.34.86;;;;
II;28;КС 28 Р;Резервный;Тамбовская обл.;Тамбовский р-н;свх. Ягодный (~ Тамбов);10.0.76.20/30;31163;10.76.34.0/24;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
II;481;КС 481;Основной;Владимирская обл.;Ковровский р-н;Сенинские Дворики;10.0.66.24/30;65094;10.66.32.0/24;10.66.32.;Z1.64/26;Z1.0/27;VLA;13;4;10.66.32.66;10.66.32.67;10.66.32.68;10.66.32.69;10.66.32.70;;;10.66.32.73;;10.66.32.75;;10.66.32.77;10.66.32.78;10.66.32.79;10.66.32.80;10.66.32.81;10.66.32.82;10.66.32.83;10.66.32.84;10.66.32.85;10.66.32.86;;;;
I;352;КС 352;Основной;Орловская обл.;Ливенский р-н;Сидоровка;10.0.73.36/30;65094;10.73.36.0/24;10.73.36.;Z1.64/26;Z1.0/27;ORL;16;2;10.73.36.66;10.73.36.67;10.73.36.68;;;;;10.73.36.73;;10.73.36.75;;10.73.36.77;10.73.36.78;10.73.36.79;10.73.36.80;10.73.36.81;10.73.36.82;;;;;;;;
I;336;КС 336;Основной;Калининградская обл.;Советский г.о.;Советск;10.0.86.36/30;31213;10.86.35.0/24;10.86.35.;Z1.64/26;Z1.0/27;KLN;15;2;10.86.35.66;10.86.35.67;10.86.35.68;;;;;10.86.35.73;;10.86.35.75;;10.86.35.77;10.86.35.78;10.86.35.79;10.86.35.80;10.86.35.81;10.86.35.82;;;;;;;;
I;336;КС 336 Р;Резервный;Калининградская обл.;Советский г.о.;Советск;10.0.86.40/30;31213;10.86.35.0/24;;;;KLN;;;;;;;;;;;;;;;;;;;;;;;;;;;
I;9;КС 9;Основной;Тульская обл.;Щёкинский р-н;Солова;10.0.78.16/30;65094;10.78.33.0/24;10.78.33.;Z1.64/26;Z1.0/27;TLA;13;2;10.78.33.66;10.78.33.67;10.78.33.68;;;;;10.78.33.73;;10.78.33.75;;10.78.33.77;10.78.33.78;10.78.33.79;10.78.33.80;10.78.33.81;10.78.33.82;;;;;;;;
I;9;КС 9 Р;Резервный;Тульская обл.;Щёкинский р-н;Солова;10.0.78.20/30;65094;10.78.33.0/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I;175;КС 175;Основной;Тверская обл.;Конаковский р-н;Старое Мелково;10.0.4.8/30;31213;10.4.31.0/24;10.4.31.;Z1.64/26;Z1.0/27;TVR;11;4;10.4.31.66;10.4.31.67;10.4.31.68;10.4.31.69;10.4.31.70;;;10.4.31.73;;10.4.31.75;;10.4.31.77;10.4.31.78;10.4.31.79;10.4.31.80;10.4.31.81;10.4.31.82;10.4.31.83;10.4.31.84;10.4.31.85;10.4.31.86;;;;
I;93;КС 93;Основной;Ленинградская обл.;Волосовский р-н;Старые Бегуницы;10.0.91.72/30;20632;10.91.45.0/24;10.91.45.;Z1.64/26;Z1.0/27;SPB;25;2;10.91.45.66;10.91.45.67;10.91.45.68;;;;;10.91.45.73;;10.91.45.75;;10.91.45.77;10.91.45.78;10.91.45.79;10.91.45.80;10.91.45.81;10.91.45.82;;;;;;;;
I;93;КС 93 Р;Резервный;Ленинградская обл.;Волосовский р-н;Старые Бегуницы;10.0.91.76/30;20632;10.91.45.0/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
II;405;КС 405;Основной;Татарстан;Апастовский р-н;Старые Енали;10.0.53.40/30;65501;10.53.37.0/24;10.53.37.;Z1.64/26;Z1.0/27;KAZ;17;2;10.53.37.66;10.53.37.67;10.53.37.68;;;;;10.53.37.73;;10.53.37.75;;10.53.37.77;10.53.37.78;10.53.37.79;10.53.37.80;10.53.37.81;10.53.37.82;;;;;;;;
II;34;КС 34;Основной;Волгоградская обл.;Михайловский р-н;Сухов 1-й;10.0.21.44/30;65501;10.21.36.0/24;10.21.36.;Z1.64/26;Z1.0/27;VOL;16;2;10.21.36.66;10.21.36.67;10.21.36.68;;;;;10.21.36.73;;10.21.36.75;;10.21.36.77;10.21.36.78;10.21.36.79;10.21.36.80;10.21.36.81;10.21.36.82;;;;;;;;
I;357;КС 357;Основной;Тульская обл.;Ленинский р-н;Татьево;10.0.78.24/30;65094;10.78.34.0/24;10.78.34.;Z1.64/26;Z1.0/27;TLA;14;2;10.78.34.66;10.78.34.67;10.78.34.68;;;;;10.78.34.73;;10.78.34.75;;10.78.34.77;10.78.34.78;10.78.34.79;10.78.34.80;10.78.34.81;10.78.34.82;;;;;;;;
I;357;КС 357 Р;Резервный;Тульская обл.;Ленинский р-н;Татьево;10.0.78.28/30;65094;10.78.34.0/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
II;31;КС 31;Основной;Астраханская обл.;Наримановский р-н;Тинаки 2-ые;10.0.20.4/30;65501;10.20.31.0/24;10.20.31.;Z1.64/26;Z1.0/27;AST;11;2;10.20.31.66;10.20.31.67;10.20.31.68;;;;;10.20.31.73;;10.20.31.75;;10.20.31.77;10.20.31.78;10.20.31.79;10.20.31.80;10.20.31.81;10.20.31.82;;;;;;;;
II;31;КС 31 Р;Резервный;Астраханская обл.;Наримановский р-н;Тинаки 2-ые;10.0.20.8/30; 31133;10.20.31.0/24;10.20.31.;Z1.64/26;Z1.0/27;AST;11;2;10.20.31.66;10.20.31.67;10.20.31.68;;;;;10.20.31.73;;10.20.31.75;;10.20.31.77;10.20.31.78;10.20.31.79;10.20.31.80;10.20.31.81;10.20.31.82;;;;;;;;
I;2;КС 2;Основной;Калининградская обл.;Гвардейский р-н;Толпаки;10.0.86.0/30;31213;10.86.36.0/24;10.86.36.;Z1.64/26;Z1.0/27;KLN;16;2;10.86.36.66;10.86.36.67;10.86.36.68;;;;;10.86.36.73;;10.86.36.75;;10.86.36.77;10.86.36.78;10.86.36.79;10.86.36.80;10.86.36.81;10.86.36.82;;;;;;;;
II;365;КС 365;Основной;Нижегородская обл.;Лукояновский р-н;Тольский Майдан;10.0.52.28/30;65094;10.52.36.0/24;10.52.36.;Z1.64/26;Z1.0/27;NNO;16;2;10.52.36.66;10.52.36.67;10.52.36.68;;;;;10.52.36.73;;10.52.36.75;;10.52.36.77;10.52.36.78;10.52.36.79;10.52.36.80;10.52.36.81;10.52.36.82;;;;;;;;
I;78;КС 78;Основной;Псковская обл.;Великолукский р-н;Торчилово;10.0.90.60/30;31213;10.90.42.0/24;10.90.42.;Z1.64/26;Z1.0/27;PSK;22;2;10.90.42.66;10.90.42.67;10.90.42.68;;;;;10.90.42.73;;10.90.42.75;;10.90.42.77;10.90.42.78;10.90.42.79;10.90.42.80;10.90.42.81;10.90.42.82;;;;;;;;
I;78;КС 78 Р;Резервный;Псковская обл.;Великолукский р-н;Торчилово;10.0.90.64/30;20632;10.90.42.0/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
II;257;КС 257;Основной;Краснодарский край;Туапсинский р-н;Туапсе;10.0.19.36/30;31163;10.19.37.0/24;10.19.37.;Z1.64/26;Z1.0/27;KRN;17;3;10.19.37.66;10.19.37.67;10.19.37.68;10.19.37.69;;;;10.19.37.73;;10.19.37.75;;10.19.37.77;10.19.37.78;10.19.37.79;10.19.37.80;10.19.37.81;10.19.37.82;10.19.37.83;10.19.37.84;;;;;;
I;285;КС 285;Основной;Ленинградская обл.;Гатчинский р-н;Тяглино;10.0.91.112/30;20632;10.91.46.0/24;10.91.46.;Z1.64/26;Z1.0/27;SPB;26;2;10.91.46.66;10.91.46.67;10.91.46.68;;;;;10.91.46.73;;10.91.46.75;;10.91.46.77;10.91.46.78;10.91.46.79;10.91.46.80;10.91.46.81;10.91.46.82;;;;;;;;
I;286;КС 286;Основной;Ленинградская обл.;Тосненский р-н;Ульяновка;10.0.91.80/30;20632;10.91.47.0/24;10.91.47.;Z1.64/26;Z1.0/27;SPB;27;4;10.91.47.66;10.91.47.67;10.91.47.68;10.91.47.69;10.91.47.70;;;10.91.47.73;;10.91.47.75;;10.91.47.77;10.91.47.78;10.91.47.79;10.91.47.80;10.91.47.81;10.91.47.82;10.91.47.83;10.91.47.84;10.91.47.85;10.91.47.86;;;;
I;286;КС 286 Р;Резервный;Ленинградская обл.;Тосненский р-н;Ульяновка;10.0.91.84/30;20632;10.91.47.0/24;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
I;91;КС 91;Основной;Ленинградская обл.;Тосненский р-н;Ульяновка;10.0.91.88/30;20632;10.91.48.0/24;10.91.48.;Z1.64/26;Z1.0/27;SPB;28;4;10.91.48.66;10.91.48.67;10.91.48.68;10.91.48.69;10.91.48.70;;;10.91.48.73;;10.91.48.75;;10.91.48.77;10.91.48.78;10.91.48.79;10.91.48.80;10.91.48.81;10.91.48.82;10.91.48.83;10.91.48.84;10.91.48.85;10.91.48.86;;;;
I;91;КС 91 Р;Резервный;Ленинградская обл.;Тосненский р-н;Ульяновка;10.0.91.92/30;20632;10.91.48.0/24;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
II;413;КС 413;Основной;Адыгея;Красногвардейский р-н;Хатукай;10.0.17.8/30;31163;10.17.31.0/24;10.17.31.;Z1.64/26;Z1.0/27;MIK;11;2;10.17.31.66;10.17.31.67;10.17.31.68;;;;;10.17.31.73;;10.17.31.75;;10.17.31.77;10.17.31.78;10.17.31.79;10.17.31.80;10.17.31.81;10.17.31.82;;;;;;;;
I;75;КС 75;Основной;Московская обл.;Волоколамский р-н;Хворостинино;10.0.50.232/30;25159;10.77.60.0/24;10.77.60.;Z1.64/26;Z1.0/27;MSO;35;2;10.77.60.66;10.77.60.67;10.77.60.68;;;;;10.77.60.73;;10.77.60.75;;10.77.60.77;10.77.60.78;10.77.60.79;10.77.60.80;10.77.60.81;10.77.60.82;;;;;;;;
I;75;КС 75 Р;Резервный;Московская обл.;Волоколамский р-н;Хворостинино;10.0.50.236/30;25159;10.77.60.0/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I;295;КС 295;Основной;Ленинградская обл.;Всеволжский р-н;Хозяйство Доброе;10.0.91.96/30;20632;10.91.49.0/24;10.91.49.;Z1.64/26;Z1.0/27;SPB;29;4, на участке точки - расширение до 6;10.91.49.66;10.91.49.67;10.91.49.68;10.91.49.69;10.91.49.70;;;10.91.49.73;10.91.49.74;10.91.49.75;;10.91.49.77;10.91.49.78;10.91.49.79;10.91.49.80;10.91.49.81;10.91.49.82;10.91.49.83;10.91.49.84;10.91.49.85;10.91.49.86;;;;
I;348;КС 348;Основной;Калужская обл.;Перемышльский р-н;Хохловка;10.0.40.32/30;65094;10.40.33.0/24;10.40.33.;Z1.64/26;Z1.0/27;KLG;06;2;10.40.33.66;10.40.33.67;10.40.33.68;;;;;10.40.33.73;;10.40.33.75;;10.40.33.77;10.40.33.78;10.40.33.79;10.40.33.80;10.40.33.81;10.40.33.82;;;;;;;;
II;41;КС 41;Основной;Владимирская обл.;Собинский р-н;Хрястово;10.0.66.0/30;65094;10.66.31.0/24;10.66.31.;Z1.64/26;Z1.0/27;VLA;14;4;10.66.31.66;10.66.31.67;10.66.31.68;10.66.31.69;10.66.31.70;;;10.66.31.73;;10.66.31.75;;10.66.31.77;10.66.31.78;10.66.31.79;10.66.31.80;10.66.31.81;10.66.31.82;10.66.31.83;10.66.31.84;10.66.31.85;10.66.31.86;;;;
II;41;КС 41 Р;Резервный;Владимирская обл.;Собинский р-н;Хрястово;10.0.66.4/30;65094;10.66.31.0/24;;;;VLA;;;;;;;;;;;;;;;;;;;;;;;;;;;
II;67;КС 67;Основной;Вологодская обл.;Сокольский р-н;Чекшино;10.0.85.32/30;20632;10.85.38.0/24;10.85.38.;Z1.64/26;Z1.0/27;VLG;18;2;10.85.38.66;10.85.38.67;10.85.38.68;;;;;10.85.38.73;;10.85.38.75;;10.85.38.77;10.85.38.78;10.85.38.79;10.85.38.80;10.85.38.81;10.85.38.82;;;;;;;;
I;284;КС 284;Основной;Ленинградская обл.;Ломоносовский р-н;Черемыкино;10.0.91.100/30;20632;10.91.50.0/24;10.91.50.;Z1.64/26;Z1.0/27;SPB;30;2;10.91.50.66;10.91.50.67;10.91.50.68;;;;;10.91.50.73;;10.91.50.75;;10.91.50.77;10.91.50.78;10.91.50.79;10.91.50.80;10.91.50.81;10.91.50.82;;;;;;;;
I;92;КС 92;Основной;Ленинградская обл.;Ломоносовский р-н;Черемыкино;10.0.91.104/30;20632;10.91.51.0/24;10.91.51.;Z1.64/26;Z1.0/27;SPB;31;2;10.91.51.66;10.91.51.67;10.91.51.68;;;;;10.91.51.73;;10.91.51.75;;10.91.51.77;10.91.51.78;10.91.51.79;10.91.51.80;10.91.51.81;10.91.51.82;;;;;;;;
